Index;Start Time;End Time;Query Granularity;Subnetwork;Subnetwork Name;ManagedElement;ManagedElement Name;Cell;Cell Name;eNodeB;eNodeB Name;Product;LTE PS Traffic;[FDD]Mean RRC-Connected User Number;Average DL Active E-RAB Number;Average UL Active E-RAB Number;[LTE]PDSCH PRB Utilization Rate;[FDD]PUSCH PRB Utilization Rate;LTE DL User throughput;LTE UL User throughput;[LTE]Average CQI;%CQI<7;%RI2_TM4;LTE RTWP;Maximum Cell Transmit Power(W);~TA Average m;[LTE] RSRP_average;[LTE] %RSRP<-116;SINR_PUSCH_Average;SINR_PUSCH<=-2;[LTE] RSRQ_Average;[LTE] %RSRQ<=-12;[FDD]Cell Downlink BLER;[FDD]Cell Uplink BLER;LTE CSSR;LTE RRC SR;LTE E-RAB SR;LTE S1SIG SR;LTE Call Drop;LTE CSFB SR;LTE Inter-Fre HOSR;LTE Intra-Fre HOSR
436;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);2603;PUN0200_SECTOR 03;3;PUN0200B4G03;330200;PUN0200B4G;LTE FDD;51507.5708;14.7946;4.5801;4.5349;47.05%;11.86%;3818.8946;2156.911;9.3641;23.89%;17.1299;-112.6909;73.542;422.0119;-102.7556;13.6167;10.1553;3.5659;-18.209;99.29%;15.28%;9.23%;99.89%;99.97%;99.9187;100.00%;51;100.00%;98.60%;99.29%
2704;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);2603;PUN0200_SECTOR 03;3;PUN0200B4G03;330200;PUN0200B4G;LTE FDD;47260.2456;15.0399;5.3737;5.4464;35.01%;11.04%;5735.0866;3062.0124;9.789;21.17%;27.5513;-112.6813;73.795;441.661;-102.1517;8.8679;10.1129;3.9474;-18.237;99.74%;14.99%;8.61%;99.83%;99.95%;99.8758;100.00%;54;100.00%;98.43%;99.32%
4977;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);2603;PUN0200_SECTOR 03;3;PUN0200B4G03;330200;PUN0200B4G;LTE FDD;38533.9038;15.171;4.8927;5.0048;34.16%;10.00%;4394.0479;2094.2818;9.6809;18.94%;24.5164;-112.8926;74.406;427.401;-101.5233;10.2765;9.1099;4.9376;-18.1048;99.63%;15.21%;8.74%;99.84%;99.98%;99.864;100.00%;46;100.00%;99.34%;98.97%
7250;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);2603;PUN0200_SECTOR 03;3;PUN0200B4G03;330200;PUN0200B4G;LTE FDD;49856.4104;15.6167;5.4415;5.3006;37.65%;11.18%;4871.7417;2154.5619;9.7857;16.87%;26.4926;-111.7615;73.967;424.2406;-101.2052;7.911;8.9109;4.7789;-18.1422;99.71%;15.08%;8.40%;99.85%;99.98%;99.8734;100.00%;39;100.00%;99.61%;99.63%
9522;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);2603;PUN0200_SECTOR 03;3;PUN0200B4G03;330200;PUN0200B4G;LTE FDD;40442.4703;16.5076;5.9938;5.8986;35.90%;11.62%;4300.0592;2067.1679;9.5568;18.78%;24.2436;-112.8895;74.478;424.8532;-102.1972;10.4601;9.0494;4.5945;-18.2002;99.84%;14.90%;8.42%;99.87%;99.98%;99.8947;99.99%;60;100.00%;98.55%;99.17%
11794;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);2603;PUN0200_SECTOR 03;3;PUN0200B4G03;330200;PUN0200B4G;LTE FDD;45682.4598;16.4488;5.3984;5.4271;38.43%;12.73%;4250.2414;2128.4283;9.1584;23.29%;20.9366;-111.9177;74.221;414.0072;-102.1444;8.6107;8.752;4.2644;-18.0297;99.82%;15.21%;8.92%;99.74%;99.88%;99.8637;100.00%;59;100.00%;98.30%;99.17%
14071;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);2603;PUN0200_SECTOR 03;3;PUN0200B4G03;330200;PUN0200B4G;LTE FDD;52977.8906;17.2439;5.4524;5.3755;43.93%;14.66%;3831.1605;2580.9654;9.1366;23.49%;20.4738;-111.1084;74.05;423.502;-101.4179;8.242;8.5326;4.0941;-18.2487;99.89%;14.95%;9.07%;99.76%;99.94%;99.835;99.99%;56;100.00%;99.41%;99.61%
1513;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);5240;PUN0208_SECTOR 01;1;PUN0208B4G01;330208;PUN0208B4G;LTE FDD;299973.2869;119.6034;38.3171;36.5603;78.58%;44.48%;1544.6728;3012.3127;12.3438;5.07%;65.9414;-118.7891;38.021;1264.9948;0;0;12.1869;6.055;0;0.00%;10.89%;8.94%;99.65%;99.96%;99.6901;100.00%;840;99.97%;0.00%;0.00%
3781;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);5240;PUN0208_SECTOR 01;1;PUN0208B4G01;330208;PUN0208B4G;LTE FDD;292419.7704;119.7413;38.6279;36.139;77.65%;42.11%;1629.9541;3277.9634;12.5293;4.30%;66.5573;-118.882;37.977;1100.1879;0;0;12.7607;5.1769;0;0.00%;10.60%;8.46%;99.75%;99.97%;99.7804;100.00%;839;100.00%;0.00%;0.00%
6054;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);5240;PUN0208_SECTOR 01;1;PUN0208B4G01;330208;PUN0208B4G;LTE FDD;286953.5472;132.3904;37.6524;35.5095;78.93%;46.28%;1405.593;3194.7417;12.3854;4.42%;65.8848;-118.8704;37.846;1037.5237;0;0;11.794;5.7356;0;0.00%;11.11%;9.27%;99.75%;99.97%;99.7794;100.00%;839;100.00%;0.00%;0.00%
8328;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);5240;PUN0208_SECTOR 01;1;PUN0208B4G01;330208;PUN0208B4G;LTE FDD;289710.8332;134.4291;34.9215;33.3733;82.31%;42.91%;1607.1669;3484.9805;12.2692;4.59%;64.1199;-118.935;37.935;1056.4995;0;0;11.8805;6.7234;0;0.00%;11.47%;9.45%;99.78%;99.97%;99.806;100.00%;744;100.00%;0.00%;0.00%
10600;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);5240;PUN0208_SECTOR 01;1;PUN0208B4G01;330208;PUN0208B4G;LTE FDD;288911.2745;136.427;37.4155;35.8105;79.73%;44.81%;1502.6587;2904.7492;12.279;4.59%;65.4459;-118.7132;38.198;994.4956;-120.3333;66.6667;12.0633;5.9779;-14;100.00%;11.33%;9.24%;99.80%;99.98%;99.8195;100.00%;912;100.00%;100.00%;0.00%
12875;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);5240;PUN0208_SECTOR 01;1;PUN0208B4G01;330208;PUN0208B4G;LTE FDD;304408.434;137.5897;35.5966;35.5623;81.79%;42.50%;1873.4151;2959.2441;12.3858;4.34%;65.6937;-118.8964;37.586;936.3133;-118;100;12.457;5.8468;-19;100.00%;11.00%;9.07%;99.57%;99.98%;99.8171;99.77%;803;100.00%;100.00%;0.00%
15152;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);5240;PUN0208_SECTOR 01;1;PUN0208B4G01;330208;PUN0208B4G;LTE FDD;303606.2044;127.6822;35.3238;35.5538;79.91%;41.90%;1718.3504;2813.0767;12.4037;4.16%;65.576;-118.9491;37.846;977.1684;-130;100;12.1617;6.1358;-19;100.00%;11.02%;9.23%;99.83%;99.98%;99.8519;100.00%;574;100.00%;100.00%;0.00%
1567;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 01;1;PUN0209B4G01;330209;PUN0209B4G;LTE FDD;46805.0133;9.7906;3.0069;2.866;15.67%;3.68%;17794.4296;4057.6216;12.6121;3.03%;62.263;-115.8204;67.225;437.56;-103.9897;8.2389;17.0375;0.7768;-16.7446;90.94%;11.46%;6.75%;99.96%;100.00%;99.9623;100.00%;39;100.00%;98.89%;99.45%
3835;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 01;1;PUN0209B4G01;330209;PUN0209B4G;LTE FDD;49708.934;8.9346;2.981;2.901;16.28%;4.33%;17608.287;5208.7669;12.665;2.64%;63.7645;-115.807;66.61;424.4321;-104.0713;5.75;17.1925;0.6369;-16.4763;90.50%;10.82%;6.76%;99.91%;99.99%;99.9225;100.00%;47;100.00%;100.00%;99.09%
6108;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 01;1;PUN0209B4G01;330209;PUN0209B4G;LTE FDD;47752.8765;13.366;4.0517;4.2583;20.63%;6.19%;11915.5131;3458.4949;11.3558;10.29%;44.7575;-116.0561;67.302;556.0124;-106.2134;14.6402;15.6015;0.8559;-17.0943;97.89%;11.58%;8.42%;99.90%;99.98%;99.9231;100.00%;52;100.00%;99.42%;99.49%
8382;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 01;1;PUN0209B4G01;330209;PUN0209B4G;LTE FDD;52296.6526;13.1884;3.7746;3.7497;21.20%;6.08%;10448.4575;4064.4519;11.5044;8.68%;48.3775;-116.2601;66.685;540.3266;-106.5969;12.3306;15.5362;1.3208;-17.0122;97.83%;12.03%;8.13%;99.93%;99.98%;99.9613;99.99%;43;100.00%;99.13%;99.60%
10654;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 01;1;PUN0209B4G01;330209;PUN0209B4G;LTE FDD;51640.9543;13.7085;4.5488;4.683;19.03%;6.09%;11874.9825;3839.4077;11.6723;9.24%;54.6812;-116.1472;65.545;550.5786;-105.2513;8.881;16.5981;0.5012;-16.8863;98.05%;11.67%;7.29%;99.93%;99.99%;99.9415;100.00%;50;100.00%;99.07%;99.68%
12929;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 01;1;PUN0209B4G01;330209;PUN0209B4G;LTE FDD;41643.7207;11.8429;3.4919;3.6677;18.14%;5.93%;11114.2024;3704.9401;11.4897;8.58%;48.9913;-116.1135;68.4;552.629;-106.4658;11.9642;15.6373;0.472;-17.1478;98.14%;12.26%;8.70%;99.93%;99.95%;99.9746;100.00%;36;100.00%;99.07%;99.07%
15206;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 01;1;PUN0209B4G01;330209;PUN0209B4G;LTE FDD;42855.6187;11.7796;3.259;3.3878;19.58%;5.13%;10683.3156;3488.0095;11.3888;9.89%;45.6677;-115.3479;68.238;543.084;-106.0834;10.1523;15.7159;0.5989;-17.264;98.62%;12.97%;9.15%;99.97%;99.99%;99.9805;100.00%;31;100.00%;98.99%;99.52%
1568;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 02;2;PUN0209B4G02;330209;PUN0209B4G;LTE FDD;78121.7748;21.4659;5.856;6.1191;49.44%;11.56%;4008.4917;3031.2671;9.8826;12.05%;27.631;-110.8351;67.302;783.3474;-100.5831;3.1608;13.8261;1.0568;-18.0071;98.95%;14.65%;9.68%;99.96%;99.98%;99.9731;100.00%;50;100.00%;99.74%;99.64%
3836;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 02;2;PUN0209B4G02;330209;PUN0209B4G;LTE FDD;82988.4998;22.4487;6.4038;6.7139;52.83%;13.13%;3448.6675;3029.9666;9.6911;11.87%;26.2155;-110.8212;67.771;764.9896;-100.1245;2.6067;14.1032;1.0772;-18.0439;98.96%;14.70%;10.05%;99.94%;99.98%;99.9569;100.00%;49;100.00%;99.70%;99.63%
6109;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 02;2;PUN0209B4G02;330209;PUN0209B4G;LTE FDD;76593.5307;21.6647;6.1457;6.18;47.67%;11.84%;3571.7108;2775.7078;9.8624;11.44%;32.2515;-110.542;68.238;839.8722;-100.3207;2.5882;13.8865;0.8594;-18.0877;99.01%;14.76%;10.26%;99.97%;99.99%;99.9768;100.00%;36;100.00%;99.92%;99.43%
8383;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 02;2;PUN0209B4G02;330209;PUN0209B4G;LTE FDD;68798.9611;21.8742;6.6306;6.6997;46.53%;12.26%;3598.1277;2987.6485;9.8626;11.11%;28.871;-110.0913;68.556;837.6488;-100.472;2.862;13.6152;0.8892;-18.05;98.63%;14.79%;9.65%;99.97%;99.99%;99.9901;100.00%;52;100.00%;99.72%;99.47%
10655;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 02;2;PUN0209B4G02;330209;PUN0209B4G;LTE FDD;74173.9556;23.2502;7.104;7.1937;48.78%;12.93%;3643.6579;3167.7751;9.8617;11.46%;29.0543;-110.5419;67.929;803.8591;-100.3456;2.6976;14.3112;0.7209;-18.1367;99.04%;14.61%;9.82%;99.95%;99.98%;99.971;100.00%;41;100.00%;99.72%;99.57%
12930;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 02;2;PUN0209B4G02;330209;PUN0209B4G;LTE FDD;70394.0738;23.1777;7.1311;7.268;45.56%;12.53%;3694.6591;2602.8641;9.8911;10.53%;31.4323;-110.2032;67.228;839.8962;-100.6055;3.4312;13.5726;0.8407;-18.0107;98.50%;14.69%;9.47%;99.94%;99.98%;99.9635;100.00%;50;100.00%;99.83%;99.55%
15207;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);5478;PUN0209_SECTOR 02;2;PUN0209B4G02;330209;PUN0209B4G;LTE FDD;70195.685;21.0296;5.8301;5.9315;47.18%;11.16%;4533.2086;2886.0986;9.6836;12.04%;27.3809;-110.3804;68.475;835.7325;-100.4871;2.9706;13.7033;0.789;-18.1005;98.85%;14.82%;9.97%;99.95%;99.98%;99.9705;100.00%;57;100.00%;99.50%;99.62%
1;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 01;1;PUN0218B4G01;330218;PUN0218B4G;LTE FDD;65284.0844;28.3056;7.2313;6.9175;48.26%;10.78%;2463.7252;2818.9216;9.6046;18.54%;29.8235;-117.5432;34.796;2692.2818;-109.3631;15.89;14.121;0.7602;-17.6145;99.00%;15.56%;7.42%;99.87%;99.98%;99.8926;100.00%;99;100.00%;99.43%;99.68%
2269;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 01;1;PUN0218B4G01;330218;PUN0218B4G;LTE FDD;58524.177;23.8571;6.3208;6.1402;42.20%;10.37%;3163.7803;3715.8938;9.675;16.36%;27.284;-117.5359;34.2;2812.2773;-109.1105;15.206;13.5019;1.0559;-17.3458;97.58%;15.48%;6.93%;99.92%;99.98%;99.9436;100.00%;54;100.00%;99.19%;99.54%
4542;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 01;1;PUN0218B4G01;330218;PUN0218B4G;LTE FDD;47586.1914;16.8299;4.7459;4.7094;35.08%;6.18%;4040.9922;2606.2142;10.053;13.17%;30.831;-118.2646;34.398;3171.0177;-109.2065;16.0313;13.8547;0.8163;-17.044;96.68%;15.33%;6.69%;99.35%;99.98%;99.9283;99.45%;21;100.00%;99.60%;99.36%
6815;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 01;1;PUN0218B4G01;330218;PUN0218B4G;LTE FDD;41404.8154;16.0956;4.586;4.6571;31.71%;5.64%;5180.6334;2487.3347;10.2212;11.67%;30.182;-118.3141;34.086;3175.3786;-109.3238;16.859;13.4266;2.2823;-17.0973;97.32%;15.20%;6.52%;99.89%;99.98%;99.9079;100.00%;55;100.00%;99.28%;99.50%
9087;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 01;1;PUN0218B4G01;330218;PUN0218B4G;LTE FDD;37934.7056;14.2881;3.7719;3.87;27.65%;4.67%;5300.6788;2533.3675;10.163;11.70%;32.0026;-118.1521;34.2;2874.294;-108.5221;12.9987;14.4693;0.8323;-16.7152;95.68%;15.23%;6.87%;99.92%;99.96%;99.9568;100.00%;18;100.00%;99.63%;99.48%
11359;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 01;1;PUN0218B4G01;330218;PUN0218B4G;LTE FDD;52523.8932;19.096;4.5972;4.5163;31.68%;7.09%;4209.2619;4093.8766;10.2298;11.52%;39.7552;-118.4806;34.916;2647.162;-108.7493;16.1392;13.9469;2.505;-16.4469;94.01%;15.24%;6.53%;98.91%;99.97%;99.9267;99.01%;65;100.00%;99.23%;98.95%
13636;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 01;1;PUN0218B4G01;330218;PUN0218B4G;LTE FDD;59440.4363;23.5898;6.053;5.9162;38.32%;8.91%;2559.4829;3561.5953;10.1149;13.15%;35.5167;-118.136;34.398;2462.7333;-108.7903;16.0234;13.854;1.5539;-16.9653;94.30%;15.30%;6.22%;99.86%;99.97%;99.8866;100.00%;45;100.00%;99.48%;99.50%
2;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 02;2;PUN0218B4G02;330218;PUN0218B4G;LTE FDD;50030.4591;15.4409;3.5098;3.4761;32.55%;5.08%;6879.7655;3304.0894;9.4638;16.86%;34.4045;-118.1088;34.636;2350.4856;-109.6255;26.3201;14.7802;1.5872;-14.8985;88.79%;15.18%;5.86%;99.97%;100.00%;99.9734;100.00%;34;100.00%;99.03%;97.74%
2270;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 02;2;PUN0218B4G02;330218;PUN0218B4G;LTE FDD;46148.9421;15.7437;3.6619;3.7852;30.06%;6.04%;6596.3276;4520.4003;9.6259;15.44%;34.1014;-118.0243;34.437;2342.7094;-109.3113;23.1023;14.4174;1.8564;-14.7855;89.22%;15.10%;5.57%;99.96%;100.00%;99.9613;100.00%;33;100.00%;99.58%;99.38%
4543;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 02;2;PUN0218B4G02;330218;PUN0218B4G;LTE FDD;49489.7525;15.2448;3.8044;3.8311;30.06%;5.92%;7285.7603;5579.2397;10.185;12.41%;34.1422;-119.8964;34.596;1886.7561;-108.4943;16.2231;15.436;2.7511;-14.7072;89.23%;15.35%;4.47%;98.99%;99.99%;99.9563;99.04%;60;100.00%;99.73%;99.60%
6816;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 02;2;PUN0218B4G02;330218;PUN0218B4G;LTE FDD;37187.0236;15.2782;3.4924;3.5366;24.96%;5.47%;7189.2639;5170.6872;9.9963;12.64%;33.6642;-118.6794;34.358;2044.9856;-109.8858;22.0472;15.2016;1.8289;-14.8819;89.63%;15.45%;4.48%;99.96%;100.00%;99.9716;99.99%;35;100.00%;99.53%;100.00%
9088;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 02;2;PUN0218B4G02;330218;PUN0218B4G;LTE FDD;40839.7799;17.5483;3.9395;4.0497;24.96%;6.40%;7276.9947;5049.9852;10.5406;10.90%;38.3123;-118.5892;34.916;1987.6631;-107.6952;19.5918;15.2739;2.9522;-14.0286;80.68%;15.48%;3.98%;99.99%;100.00%;99.989;100.00%;40;100.00%;98.52%;100.00%
11360;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 02;2;PUN0218B4G02;330218;PUN0218B4G;LTE FDD;45600.839;15.4206;3.0938;3.2484;25.60%;6.78%;8164.5808;6744.5518;10.2128;12.27%;35.8748;-118.4951;34.437;2130.8282;-106.57;17.1429;14.0509;3.267;-14.1253;85.13%;15.42%;5.81%;99.07%;100.00%;99.9852;99.09%;31;100.00%;99.62%;99.92%
13637;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 02;2;PUN0218B4G02;330218;PUN0218B4G;LTE FDD;43505.9304;14.6833;3.0203;3.1474;28.16%;8.00%;5966.0723;7262.4316;9.9752;13.53%;30.851;-117.9623;34.597;2136.6648;-102.7843;11.4706;14.33;3.3954;-14.6353;88.14%;15.38%;5.81%;99.99%;100.00%;99.9869;100.00%;11;100.00%;99.67%;100.00%
3;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 03;3;PUN0218B4G03;330218;PUN0218B4G;LTE FDD;27528.1265;16.6968;3.4042;3.5455;31.02%;6.17%;3178.4206;3414.4377;8.0772;35.35%;17.7905;-116.3679;34.637;2548.7131;-107.5213;9.0611;14.3767;1.1044;-17.5401;98.84%;15.86%;7.13%;99.85%;99.97%;99.88;100.00%;58;100.00%;99.16%;99.84%
2271;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 03;3;PUN0218B4G03;330218;PUN0218B4G;LTE FDD;31190.852;15.0644;2.9043;3.0077;31.65%;6.42%;4352.2105;4556.8011;8.5459;28.80%;17.4587;-117.183;34.358;2610.1616;-107.1675;8.326;14.1997;1.7359;-17.2332;97.35%;15.91%;7.23%;99.89%;99.98%;99.9117;100.00%;21;100.00%;99.63%;99.83%
4544;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 03;3;PUN0218B4G03;330218;PUN0218B4G;LTE FDD;22892.5362;8.0872;1.8241;1.9325;24.17%;3.50%;4715.7429;3154.768;8.9518;24.66%;19.3845;-118.368;34.518;3247.0036;-107.1351;8.5481;13.5657;2.4587;-16.9847;96.87%;15.60%;7.82%;98.37%;100.00%;99.8294;98.54%;24;100.00%;99.81%;99.70%
6817;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 03;3;PUN0218B4G03;330218;PUN0218B4G;LTE FDD;24981.2004;7.8253;1.9555;1.9753;23.41%;3.21%;6350.3579;2593.8545;9.2298;20.70%;20.9036;-117.8022;34.398;3357.2802;-106.2023;6.7862;13.5314;3.7647;-16.7212;95.97%;15.34%;7.77%;99.92%;99.99%;99.9331;100.00%;26;100.00%;99.77%;99.68%
9089;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 03;3;PUN0218B4G03;330218;PUN0218B4G;LTE FDD;21405.5203;7.33;2.1471;2.1545;21.43%;2.67%;5841.684;2585.3795;9.4909;18.54%;19.3782;-118.1944;34.796;3192.0655;-106.4575;6.9269;14.1239;1.059;-16.6076;95.22%;15.41%;7.19%;99.80%;100.00%;99.8006;100.00%;13;100.00%;99.24%;99.50%
11361;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 03;3;PUN0218B4G03;330218;PUN0218B4G;LTE FDD;23419.5136;7.6332;2.3612;2.3188;21.41%;2.74%;6337.5561;2892.2243;9.3728;19.42%;23.6142;-118.9008;34.676;3401.429;-106.0627;6.8966;15.0009;0.7247;-16.8088;96.58%;15.24%;6.88%;99.03%;99.99%;99.9372;99.10%;15;100.00%;100.00%;99.78%
13638;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);99;PUN0218_SECTOR 03;3;PUN0218B4G03;330218;PUN0218B4G;LTE FDD;19879.5432;8.7249;2.6085;2.5796;21.24%;2.70%;4970.2469;3172.4203;9.0684;23.08%;23.9359;-118.7482;34.596;3181.3789;-105.3605;4.8588;15.7119;0.5258;-16.9331;96.50%;15.42%;7.02%;99.93%;100.00%;99.9331;100.00%;11;100.00%;99.35%;99.77%
1561;10/06/2023 00:00;11/06/2023 00:00;1Day(s);3012;RNC2012(3012);5462;PUN0220_SECTOR 01;1;PUN0220B4G01;330220;PUN0220B4G;LTE FDD;47791.5177;12.8195;4.7571;4.5832;33.58%;3.87%;5406.6327;2643.4998;9.9328;15.48%;37.8084;-119.159;34.2;1435.7131;-101.9508;3.4113;17.1829;1.3347;-17.8406;98.93%;15.40%;2.92%;99.75%;99.93%;99.9412;99.88%;28;100.00%;100.00%;99.71%
3829;11/06/2023 00:00;12/06/2023 00:00;1Day(s);3012;RNC2012(3012);5462;PUN0220_SECTOR 01;1;PUN0220B4G01;330220;PUN0220B4G;LTE FDD;40635.3339;10.0156;3.5492;3.4015;29.96%;2.93%;5585.8414;2675.0806;10.0481;13.77%;34.0965;-119.086;34.438;1445.8464;-101.567;3.6793;17.0443;1.123;-17.3187;98.06%;15.59%;2.74%;99.81%;99.97%;99.9492;99.89%;20;100.00%;100.00%;99.77%
6102;12/06/2023 00:00;13/06/2023 00:00;1Day(s);3012;RNC2012(3012);5462;PUN0220_SECTOR 01;1;PUN0220B4G01;330220;PUN0220B4G;LTE FDD;29582.673;8.5682;3.1925;3.0165;22.07%;2.59%;4568.1184;3369.1243;9.9506;13.80%;34.8068;-119.1261;34.597;1231.3382;-101.0218;2.7696;17.3565;1.7031;-16.7938;96.05%;15.44%;2.57%;99.89%;99.99%;99.9576;99.94%;17;100.00%;100.00%;99.70%
8376;13/06/2023 00:00;14/06/2023 00:00;1Day(s);3012;RNC2012(3012);5462;PUN0220_SECTOR 01;1;PUN0220B4G01;330220;PUN0220B4G;LTE FDD;31730.3796;9.6964;3.5542;3.3326;23.84%;3.00%;4180.5578;5003.3608;9.9713;14.51%;31.9383;-119.2111;34.596;1299.8209;-101.3188;3.383;17.3246;0.8582;-17.1921;97.02%;15.61%;2.78%;99.78%;99.95%;99.9593;99.87%;15;100.00%;98.39%;99.48%
10648;14/06/2023 00:00;15/06/2023 00:00;1Day(s);3012;RNC2012(3012);5462;PUN0220_SECTOR 01;1;PUN0220B4G01;330220;PUN0220B4G;LTE FDD;31537.4538;10.0388;3.8457;3.6443;22.80%;2.70%;5222.8493;2822.8124;10.0691;13.64%;39.1867;-118.9469;34.676;1389.0563;-101.6351;4.1345;17.1654;1.7544;-17.1759;96.53%;15.31%;2.43%;99.85%;100.00%;99.9087;99.94%;23;100.00%;100.00%;99.50%
12923;15/06/2023 00:00;16/06/2023 00:00;1Day(s);3012;RNC2012(3012);5462;PUN0220_SECTOR 01;1;PUN0220B4G01;330220;PUN0220B4G;LTE FDD;30893.3579;9.3324;3.1694;3.021;24.56%;2.66%;5766.9774;2659.6118;10.173;13.42%;37.6249;-118.8233;34.756;1299.871;-101.5904;2.9378;16.7528;1.7292;-17.1371;98.16%;15.11%;3.00%;99.92%;100.00%;99.9453;99.97%;17;100.00%;100.00%;99.71%
15200;16/06/2023 00:00;17/06/2023 00:00;1Day(s);3012;RNC2012(3012);5462;PUN0220_SECTOR 01;1;PUN0220B4G01;330220;PUN0220B4G;LTE FDD;31767.028;10.27;3.2904;3.2229;23.86%;3.08%;5966.6523;3016.2346;10.0804;14.12%;34.3521;-118.9859;34.636;1313.3632;-101.2538;3.192;16.8162;1.8551;-17.2088;97.17%;15.34%;3.22%;99.92%;99.99%;99.9658;99.97%;10;100.00%;97.22%;99.68%
